responsable,institucion_original,institucion_standard,cuidad,cod_postal,direccion,lat,lon,lineas_investigacion,area_clinica,proyecto_descripcion,proyecto_estado,descripcion_kw,ip,ip_nivel,linea_investigacion_caracter_inovador,entidades_finaciodoras,fondos_capital_riesgo,entidades_colaboradoras,ano_inicio,ano_fin,capacidad_trabajo
Hospital Clínico San Carlos,HUMV (Hospital Universitario Marqués de Valdecilla),Hospital Universitario Marqués de Valdecilla,Santander,39008,Av. Valdecilla,43.457991,-3.828395,"Programmes for chronic conditions/case management (including
remote management/monitoring) - Integrated care programmes",Otros,"Network of innovation clusters leaded by healthcare providers sharing vision, knowledge resources and developed tools.
PITeHS will define an innovation model to manage
the products of the different nodes in the following aspects: - New biomedical, contextual and ambient monitoring devices - New
applications and services based on mobile devices and Internet - New process models for care services for chronic and frail people,
focusing in comorbidity and co-disability. - A new Interoperability framework using European open standards based on a double model
strategy (EN13606, EN13940, …) - New strategies of capacitation and e-Learning, based in new interactive programs Social Innovation:
development of patient empowerment support mechanisms and tools",Inactivo,"Ageing Well at Home/Independent Living - Social inclusion -
Diseases and Disorders - Health Systems and Services -
Treatment - Medical Devices",Equipo perteneciente a hospitalización domiciliaria del HUMV,3,SI,No aplica,NO,"Hospital Virgen del Rocío. Seville Sector Sanitario de Barbastro. SALUD. Huesca Hospital Puerta de Hierro. Madrid
Hospital A Coruña. Galicia Hospital Marqués de Valdecilla. Cantabria Hospital Clinic Barcelona Gerencia Atención Primaria. Albacete.
Castilla La Mancha Hospital Fuenlabrada. Madrid Complejo Hospitalario de Navarra. Pamplona Care provider: Red Cross, Madrid Red
Cross. Huesca. Aragón Industry – large: Telefónica I+D. Granada Vodafone Spain EVERIS Health. Zaragoza, Aragón Industry – SME:
BIOECM Soluciones SL. Madrid Wireless Galicia SL. A Coruña, Galicia RGB Medical Devices. Madrid Dialcom Networks SL. Zaragoza,
Aragón Public authority: Institute of Health Carlos III. Ministry of Economy and Competitivity. Service of Research , Innovation, and
Health Education. Dep. of Health. Gov. of Navarra Madrid Network. Regional Gov. Madrid Research/academia: Madrid Scientific Park
CITIC. Seville Public University of Navarra CETEMMSA Technological Centre. Barna",2012,2015,
Hospital Clínico San Carlos,HUMV (Hospital Universitario Marqués de Valdecilla),Hospital Universitario Marqués de Valdecilla,Santander,39008,Av. Valdecilla,43.457991,-3.828395,MICROCLONAL COMPETITION AND CELL PLASTICITY SHAPE CANCER PROGRESSION AND TREATMENT ESCAPE,Genética,"Tumor heterogeneity and cell plasticity can drive the dynamics of tumor growth and therapy
escape. This may help explaining the failure of the therapy targeting the mutated genes present in the main tumour clone. In this line of
evidence, we and others have already generated preliminary observations supporting our hypothesis in light of the microclonal composition
of tumor specimens (such as in Acute Myeloid Leukemia and Chronic Lymphocytic Leukemia) and the role of the microenvironment as
inducer of tumor heterogeneity (In Melanoma and Chronic Lymphocytic Leukemia).",Inactivo,Microclonal competition in cancer; multitargeted therapy.,Equipo perteneciente a Anatomía Patológica del HUMV e IFIMAV,3,SI,No aplica,NO,,2013,2018,
Hospital Clínico San Carlos,HUMV (Hospital Universitario Marqués de Valdecilla),Hospital Universitario Marqués de Valdecilla,Santander,39008,Av. Valdecilla,43.457991,-3.828395,Role of Nramp on Metal Uptake in Protozoan Parasites,Inmunología,"Soluble iron is a virulence factor for microbial pathogens, and that during co-evolution with their hosts, both have developed sophisticated metal trafficking systems. However, knowledge of metal uptake mechanisms in protozoan parasites is sparse compared to those from bacteria and yeasts. Over two decades, our labs have developed critical tools (in vitro culture; genome and transcriptome; transfection system) to enable state-of-the-art approaches for metal
uptake research on the parasite Perkinsus, a close relative of Plasmodium and Toxoplasma parasites. Based on this experience and taking advantage of the available genetic tools for Toxoplasma, we propose to elucidate its metal uptake mechanisms as a model for understanding their role in biomedically relevant parasites. Highly interactive and synergistic Research Projects will be led by scientists with complementary expertise in parasite metal uptake, bioinformatics (Drs Cellier, Vasta), host-parasite interactions (Drs Vasta, Robledo), microbial pathology (Dr Vivas).
Accomplishment of our objectives will provide insight into the relationship between metal uptake and parasite virulence, and lead to novel intervention strategies.",Inactivo,"Nramp transporter, parasitology, structural biology, microbial pathology",Equipo perteneciente a Microbiología del HUMV,3,,HFSP,NO,"UMB-SOM-IMET Baltimore -USA, Cellier, INRS-Institut Armand-Frappier - Canada, University of Maryland School of Medicine",2013,2015,
Hospital Clínico San Carlos,HUMV (Hospital Universitario Marqués de Valdecilla),Hospital Universitario Marqués de Valdecilla,Santander,39008,Av. Valdecilla,43.457991,-3.828395,Novel Methods and Approaches towards the Understanding of Brain Diseases,Neurología,UNDERSTANDING NEURODEVELOPMENTAL MECHANISMS OF SCHIZOPHRENIA: A TRANSLATIONAL STRATEGY INTEGRATING CLINICAL AND BASIC FINDINGS,Inactivo,"Brain, SCHIZOPHRENIA",Equipo perteneciente al servicio de Psiquiatría del HUMV,3,SI,No aplica,no,"Instituto de Neurociencias UMHCSIC, University of Göttingen, IRCCS “E. MEDEA”, ",,,
Hospital Clínico San Carlos,HUMV (Hospital Universitario Marqués de Valdecilla),Hospital Universitario Marqués de Valdecilla,Santander,39008,Av. Valdecilla,43.457991,-3.828395,Neurodegenerative diseasses,Otros,Biomarker based diagnosis of rapid progressive dementias - optimisation of diagnostic protocols,Activo,"Neurodegenerative, dementia",Equipo perteneciente al servicio de Neurología del HUMV,3,SI,UE,NO,"Hopital Lariboisiere AP-HP, UMR-INRA-EVNT, Heinrich Heine University Medical School –Düsseldorf, Ludwig-Maximilians-University Munich, Aristotle University of Thessaloniki, IRCCS Neuromed - Istituto Mediterraneo di Neuroscienze-University “Sapienza”-Rome, Medical University of Lodz, University of Coimbra, Slovak Medical University Bratislava, University Psychiatric Hospital – Ljubljana, Carlos III National Health Institute, CIBERNED, Swedish Institute of Communicable Disease Control, University Hospital Zürich, UCL Institute of Neurology, Western General Hospital",2012,2015,
Hospital Clínico San Carlos,HUMV (Hospital Universitario Marqués de Valdecilla),Hospital Universitario Marqués de Valdecilla,Santander,39008,Av. Valdecilla,43.457991,-3.828395,Neurodegenerative diseasses: Enfermedad de Charcot-Marie-Tooth de type 1A (CMT1A),Neurología,Validation of prognostic and disease biomarkers for Charcot-Marie-Tooth disease 1A,Activo,Neurodegenerative diseasses,Equipo perteneciente al servicio de Neurología del HUMV,3,SI,AFM (Asociación Francesa contra las Miopatías),NO,,2010,2013,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Psiquiatría y salud mental,Psiquiatría,"Enfermedades mentales graves (Desorden Bipolar, Intervención en psicosis, etc)",Activo,,Local,,,Privada,NO,Varios,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Psiquiatría y salud mental,Psiquiatría,"Reacciones psisomáticas y psicobiológico al stress (dolor crónico, psico-oncología, obesidad, VIH, etc)",Activo,,Local,,,Privada,,Varios,2010,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Neurología y Enfermedades Crebrovasculares,Neurología,Enfermedades cerebrovasculares,,,,,,,,Janssen-Cilag,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Neurología y Enfermedades Crebrovasculares,Neurología,Enfermedades neurodegenerativas. Demencias y trastornos del movimiento,,,,,,,,Varios,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Neurología y Enfermedades Crebrovasculares,Neurología,Neuroinmunología. Esclerosis múltiple,,,,,,,,Varios,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Neurología y Enfermedades Crebrovasculares,Neurología,Enfermedad neuromuscular y ataxias espinocerebelosas,,,,,,,,Varios,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Neurología y Enfermedades Crebrovasculares,Neurología,Enfermedades de motorneurona: Esclerosis lateral amiotrófica,,,,,,,,Varios,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Neurología y Enfermedades Crebrovasculares,Neurología,Epilepsia,,,,,,,,Varios,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Neurología y Enfermedades Crebrovasculares,Neurología,Trastornos del desarrollo y maduración neurológica (TRADESMA),,,,,,,,Varios,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Neurología y Enfermedades Crebrovasculares,Neurología,SIFAP I,,,Internacional,3,,,,University of Rostock,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Enfermedades Neurodegenerativas,Neurología,Transcripción del factor Nrf2 como target para reducción de la neurodegeneración y neuroinflamación en el Parkinson,Activo,,,,,Privada,,Michael J Fox Foundation for Parkinson's Research,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Neurobiología de la respuesta inflamatoria,Neurología,Respuesta inflamatoria en pacientes con síndrome coronario agudo,,,,,,,,Novartis,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Investigación en Cardiología Clínica e Invasiva,Patología cardiovasculares,Síndromes Coronarios Agudos: reperfusión y complicaciones en el infarto agudo de miocardio; Estratificación de riesgos a través de marcadores clínicos y biológicos,,,,,,,,Varias privadas,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Investigación en Cardiología Clínica e Invasiva,Patología cardiovasculares,Insuficiencia cardiaca crónica y aguda: pronóstico y tratamiento,,,,,,,,Varias privadas,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Investigación en Cardiología Clínica e Invasiva,Patología cardiovasculares,"Cardilogía intervencionista: intervenciones coronarias, nuevos medicamentos antiarrítmicos, desfibriladores y apnea del sueño.",,,,,,,,Varias privadas,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Epidemiología cardiovascular y nutrición,Patología cardiovasculares,"Epidemiología, prevención y pronóstico de la insuficiencia cardiaca, obesidad e hipertensión arterial",,,,,,,,Varias privadas,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Coagulopatías y alteraciones de la hemostasia,Hematología,Hemofilia A y B,,,,,,,,Angelo Bianchi Bonomi y otros ,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Fisiología y farmacología vascular,Toxicología / Farmacología,Productos derivados del COX y función y remodelado vasculares,,,,,,,,L'Oreal-Unesco,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,SIDA y enfermedades infecciosas,Enfermedades infecciosas,Second line therapy in HIV infection Eastern and Southern Africa,,,,,,,,Earnest Trial,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,SIDA y enfermedades infecciosas,Enfermedades infecciosas,Red Europea EECC Antirretrovirales,,,,,,,,NEAT,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,SIDA y enfermedades infecciosas,Enfermedades infecciosas,Momento de inicio de terapia antirretroviral,,,,,,,,Universidad de Minnesota,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,SIDA y enfermedades infecciosas,Enfermedades infecciosas,Estudio internacional para la caracterización de adultos con gripe A,,,,,,,,Copenhagen HIV Programme,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Micobacterias,Microbiología,Latent Tuberculosis: new tools for the detection and clearance,,,,,,,,UE VII PM,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Micobacterias,Microbiología,Caracterización de plásmidos en micobacterias,,,,,,,,Centro de Estudios de América Latina,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Inmuno-reumatología,Reumatología,Interacciones celulares en pathogénesis y RA,,,,,,,,Roche,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Inmuno-reumatología,Reumatología,Estudio COP,,,,,,,,F. Hoffmann-La Roche,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Inmuno-reumatología,Reumatología,Tratamiento de osteoporosis en mujeres posmenopáusicas y hombres.,,,,,,,,Laboratorios Servier,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Fisiología linfocitaria en inmunodeficiencias,Inmunología,Proyecto EuroFlow,,,,,,,,Mixto,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Neonatología,Neonatología / pediatría,Neo Mero,,,,,,,,UE VII PM,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Neonatología,Neonatología / pediatría,Neo Circ,,,,,,,,UE VII PM,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Neonatología,Neonatología / pediatría,Visceral Leishmaniais and Malnutrition in Ethiopia,,,,,,,,FCSAI,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Neonatología,Neonatología / pediatría,Riesgo cardiovascular y cardiopatías congénitas,,,,,,,,Abbot Laboratories,,,
Hospital Clínico San Carlos,IdiPAZ,Hospital Universitario La Paz,Madrid,28046,Paseo de la Castellana 261,40.472398,-3.687230,Nefrología,Neonatología / pediatría,Normalidad funcional peritoneal: líquidos de diálisis,,,,,,,,Varias privadas,,,
